IATA_airport_code;Airport_lat;Airport_lon
KSN;53.2069;63.5503
KTQ;53.206944;63.550278
BKI;5.937208;116.051181
KTU;25.160219;75.845631
KSZ;61.2358;46.6975
ACC;5.605186;-0.166786
KOU;-1.18461;12.4413
KOC;-20.546314;164.255625
KWM;-15.4856;141.751
KBV;8.095969;98.988764
KRF;63.048597;17.768856
PKV;57.783917;28.395614
KID;55.921686;14.085536
VXO;56.929144;14.727994
MQP;-25.3832;31.1056
KOK;63.721172;23.143131
KUL;2.745578;101.709917
KUA;3.775389;103.209056
KUG;-10.225;142.218
KCH;1.484697;110.346933
KUD;6.9225;116.836
AKF;24.178728;23.313958
YBB;68.534444;-89.808056
YCO;67.816667;-115.143889
NTT;-15.9767;-173.755
SVP;-12.404633;16.947414
KUU;31.876706;77.154367
KUS;65.566667;-37.1166667
KMJ;32.837319;130.85505
KMS;6.71456;-1.59082
UEO;26.363506;126.713806
NRK;58.586253;16.250622
KUB;35.903756;126.615906
KUV;35.9038;126.616
KNX;-15.778056;128.7075
KUO;63.00715;27.797756
KCA;41.7181;82.9869
URE;58.229883;22.509494
KRO;55.4753;65.4156
URS;51.7506;36.2956
KBY;53.504858;50.164336
KUH;43.041;144.193
YVP;58.096111;-68.426944
YGW;55.2819;-77.7653
KAO;65.987575;29.239381
KWI;29.226567;47.968928
KSU;63.111781;7.824522
KYP;19.426447;93.534836
KYZ;51.6694;94.4006
KZO;44.709;65.591
LAQ;32.7887;21.9643
GUA;14.583272;-90.527475
MAR;10.558208;-71.727856
LCL;22.336261;-83.642111
DSD;16.2969;-61.0844
LSC;-29.916233;-71.199522
TCO;1.814417;-78.749228
LFR;8.239167;-72.271028
AGF;44.174721;0.590556
GMZ;28.0296;-17.2146
YGL;53.625278;-77.704167
LGA;40.777245;-73.872608
GLJ;2.17;-75.67
LHX;38.049719;-103.509431
XQP;9.443164;-84.129772
SAP;15.452639;-87.923556
LTT;43.2054;6.482
MZL;5.029597;-75.464708
SPC;28.626478;-17.755611
LPD;-1.33;-69.58
LPG;-34.972222;-57.894694
IRJ;-29.381636;-66.795839
BVE;45.150833;1.469167
YVC;55.15139;-105.261944
ZLT;50.8308;-58.9756
XAC;44.59639;-1.110833
NOU;-22.014553;166.212972
LSE;43.878986;-91.256711
RLG;53.918167;12.278333
LBS;-16.4667;179.34
LMG;-16.466749;179.33986
LEK;11.326058;-12.28685
LBU;5.300683;115.250181
YAX;50.2944;-96.01
SKF;29.384228;-98.581108
FBK;64.8375;-147.614444
LAY;-28.581667;29.749722
LFT;30.205278;-91.987611
LOO;33.764383;2.928344
ING;-50.3361;-72.2486
LDU;5.032247;118.324036
YNT;37.401667;121.371667
TER;38.761842;-27.090797
LCH;30.126112;-93.223335
LEL;-12.4989;135.806
LMY;-7.00992;141.494
TVL;38.893889;-119.995278
LKB;-18.1992;-178.817
NEL;40.033333;-74.353333
LLI;11.975014;38.979969
LPM;-16.454;167.823
LAA;38.069694;-102.6885
LBQ;-0.704389;10.245722
STL;38.748697;-90.370028
LNB;-16.5842;168.159
SUF;38.905394;16.242269
LDN;27.253117;86.670044
LPT;18.270933;99.504167
LMP;35.497914;12.618083
LAU;-2.252417;40.913097
LNY;20.785611;-156.951419
LNS;40.1217;-76.2961
LEQ;50.1028;-5.67056
JLD;55.944444;12.869444
GOT;57.662836;12.279819
LGK;6.329728;99.728667
LFI;37.082881;-76.360547
TOS;69.683333;18.918919
LRT;47.760555;-3.44
LAI;48.754378;-3.471656
YLH;52.1956;-87.9342
HLA;-25.938514;27.926133
KYD;22.028842;121.533642
ACE;28.945464;-13.605225
LAO;18.178092;120.531522
LPP;61.044553;28.144397
LRR;27.6747;54.3833
LAR;41.3121;-105.675
LRD;27.54375;-99.461556
LRA;39.650253;22.4655
LCA;34.875117;33.62485
SDQ;18.429664;-69.668925
CZU;9.332742;-75.285594
LRU;32.289417;-106.921972
LHS;-46.5383;-68.9653
LVS;35.654222;-105.142389
QLA;51.187167;-1.0335
LSH;22.977881;97.752183
QLT;41.542436;12.909019
DLF;29.359486;-100.777975
IFP;35.1574;-114.56
LST;-41.545278;147.214167
BED;42.469953;-71.289031
CRU;12.4761;-61.4728
JOI;-26.224453;-48.797364
PFB;-28.243989;-52.326558
LVO;-28.6136;122.424
LWY;4.84917;115.408
POZ;52.421031;16.826325
LSF;32.337322;-84.991283
LAW;34.5677144;-98.4166367
LZC;18.001731;-102.220525
LBG;48.969444;2.441389
CTT;43.252506;5.785189
FDF;14.591033;-61.003175
TLN;43.097344;6.146028
CET;47.082136;-0.877064
PTP;16.265306;-61.531806
LBI;43.913887;2.113056
LTQ;50.517385;1.620587
HOB;32.687528;-103.217028
LEB;43.6261;-72.3042
LCC;40.239228;18.133325
GDN;54.377569;18.466222
LBA;53.865897;-1.660569
LWR;53.228611;5.760556
LGP;13.157064;123.746247
IXL;34.135872;77.546514
ABE;40.652083;-75.440806
LER;-27.8433;120.703
LEJ;51.432447;12.241633
VDB;61.015556;9.288056
RAO;-21.134167;-47.774189
LKN;68.1525;13.6094
NLC;36.333012;-119.95208
JAL;19.4751;-96.7975
LBV;0.4586;9.412283
LEN;42.584442;-5.650833
LNO;-28.8781;121.315
DKR;14.739708;-17.490225
LRS;37.184903;26.800289
LWK;60.1922;-1.24361
EDM;46.701944;-1.378625
GBJ;15.8687;-61.27
LIL;50.561942;3.089444
YYZ;43.677223;-79.630556
YQL;49.630278;-112.799722
LTM;3.372761;-59.789439
ADX;56.372889;-2.868444
CUF;44.547019;7.623217
LEV;-17.68333;177.83333
LWS;46.3745;-117.015389
LWT;47.0493;-109.467
LXA;29.297778;90.911944
LRH;43.448891;1.263333
KWL;25.218106;110.039197
LYG;34.55;119.25
LBL;37.044222;-100.95986
TLC;19.337072;-99.566008
MEX;19.436303;-99.072097
PVR;20.680083;-105.254167
MID;20.936981;-89.657672
UPN;19.396692;-102.039056
VXC;-13.273986;35.266262
LDK;58.465522;13.174414
LGG;50.637417;5.443222
LPX;56.5175;21.096944
LIF;-20.7748;167.239864
HPA;-19.777;-174.341
LHG;-29.4567;147.984
LIH;21.975983;-159.338958
LJG;26.883333;100.23333
LIK;9.82316;169.308
IXI;27.295494;94.09765
LMN;4.808303;115.010439
LXS;39.917072;25.236308
LIO;9.957961;-83.022006
TLD;-22.1892;29.1269
LIN;45.445103;9.276739
LNK;40.850971;-96.75925
LIP;-21.664039;-49.730519
LNZ;48.233219;14.187511
LPK;52.7028;39.5378
LIQ;2.170658;21.496906
LIS;38.781311;-9.135919
NGB;29.826683;121.461906
LSY;-28.8303;153.26
FAN;58.099486;6.62605
LRF;34.916944;-92.149722
TAO;36.266108;120.374436
LPL;53.333611;-2.849722
LVI;-17.821756;25.822692
LJU;46.223686;14.457611
YLL;53.309166;-110.0725
IRG;-12.7869;143.305
LJA;-3.417;23.45
LOK;3.121967;35.608692
LOE;17.439133;101.722064
RJL;42.4542;-2.32083
LIW;19.6915;97.2148
LKG;4.20412;34.3482
GAU;26.1061;91.5859
LNV;-3.04361;152.629
YXU;43.033056;-81.151111
LDY;55.042778;-7.161111
LDB;-23.333625;-51.130072
CXO;30.351833;-95.414467
LPU;0.583;115.6
LBP;3.18495;115.454
LBW;3.867;115.683
LGB;33.817722;-118.151611
ISP;40.79525;-73.100222
LGL;3.421;115.154
ODN;3.967;115.05
LOD;-15.3067;167.967
KWE;26.538522;106.800703
LRE;-23.4342;144.28
DIJ;47.26889;5.09
LYR;78.246111;15.465556
LNE;-15.8656;168.172
LPS;48.4839;-122.938
LDH;-31.5383;159.077
LTO;25.989194;-111.348361
LAX;33.942536;-118.408075
SJD;23.15185;-109.721044
MTR;8.823744;-75.825831
LMO;57.705214;-3.339169
LSA;-8.50582;151.081
DIS;-4.2;12.7
LPY;45.080689;3.762889
MSY;29.993389;-90.258028
SDF;38.1740858;-85.7364989
YBX;51.4436;-57.1853
LDE;43.178675;-0.006439
CHA;35.035278;-85.203808
KWG;48.0433;33.21
LAD;-8.858375;13.231178
LXG;20.960556;101.4025
LPQ;19.897914;102.160764
SDD;-14.924733;13.575022
LBB;33.663639;-101.822778
LBC;53.805367;10.719222
FBM;-11.591333;27.530889
LKO;26.760594;80.889339
LUD;-26.6874;15.2429
LUH;30.854681;75.952592
LUO;-11.768086;19.897672
LUG;46.004275;8.910578
VSG;48.4174;39.3741
SJU;18.439417;-66.001833
LUF;33.535;-112.38306
LUA;27.687778;86.731389
NKG;31.742042;118.862025
HFE;31.780019;117.298436
LYA;34.41;112.28
MLA;35.857497;14.4775
LUN;-15.330817;28.452628
LTN;51.874722;-0.368333
YSG;62.4183;-110.682
LUX;49.626575;6.211517
LXR;25.671028;32.706583
LZO;28.8522;105.393
LWO;49.8125;23.956111
LYC;64.548322;18.716219
LYX;50.956111;0.939167
LYH;37.3267;-79.2004
NAS;25.038958;-77.466231
LYE;51.505144;-1.993428
YYL;56.863888;-101.07611
GNI;22.673853;121.466481
BTS;48.170167;17.212667
MST;50.911658;5.770144
UBB;-9.95;142.183
MCP;0.050664;-51.072178
MFM;22.149556;113.591558
MEA;-22.343;-41.766
MCF;27.849339;-82.521214
MKY;-21.171667;149.179722
NOP;10.307542;123.979439
MAG;-5.207083;145.7887
FNC;32.697889;-16.774453
IXM;9.834508;78.093378
HGN;19.301667;97.975
MAQ;16.6999;98.5451
MFA;-7.913889;39.665
MBO;-25.798444;25.548028
GEA;-22.258278;166.472806
TWF;42.481803;-114.487733
MQF;53.393131;58.755661
MZG;23.568669;119.628311
MWQ;20.165453;94.941185
RPN;32.981047;35.571908
EUG;44.124583;-123.211972
MRX;30.556192;49.151879
MIU;11.855347;13.08095
MMZ;35.930789;64.760917
SBG;5.874131;95.339672
MXT;-18.05;44.033
MMO;15.155928;-23.213703
MJE;7.833;168.167
VAG;-21.590067;-45.473342
GVT;33.067839;-96.065333
MQX;13.467367;39.533464
SKG;40.519725;22.97095
MKP;-16.583919;-143.658369
YMN;55.0769;-59.1864
MKU;0.579211;12.890908
MDI;7.703883;8.613939
SSG;3.755267;8.708717
MKZ;2.263361;102.251553
AGP;36.6749;-4.499106
MAK;9.558969;31.652242
AAM;-24.8181;31.5446
MEG;-9.525086;16.312406
LGS;-35.493597;-69.574267
MLE;4.191833;73.529128
ARD;-8.13234;124.597
LSW;5.22668;96.9503
MYD;-3.22931;40.1017
KAN;12.047589;8.524622
MAV;8.70444;171.23
PTF;-17.7779;177.197
MXP;45.630606;8.728111
WMP;-16.049;47.622
MJC;7.272069;-7.587364
MNF;-17.6731;177.098
MGA;12.141494;-86.168178
WVK;-22.119722;48.021667
NGX;28.633;84
MNJ;-21.201772;48.358317
TEU;-45.533056;167.65
FRU;43.061306;74.477556
MHT;42.932556;-71.435667
MAN;53.353744;-2.27495
MDL;21.702156;95.977928
CEQ;43.54205;6.953478
WMA;-15.817;48.833
MGS;-21.8956;-157.905
IXE;12.961267;74.890069
LUM;24.4011;98.5317
MHK;39.140972;-96.670833
XMH;-14.436764;-146.070056
MHX;-10.3767;-161.002
JSU;65.4125;-52.9394
MNG;-12.0561;134.234
YMW;46.272778;-75.990556
MJA;-21.417;44.317
MHG;49.472706;8.514264
MFD;40.8214167;-82.5166389
MSE;51.342222;1.346111
AJY;16.965997;8.000114
MXS;-13.733;-172.3
MPM;-25.920836;32.572606
ZCO;-38.766819;-72.637097
MDQ;-37.934167;-57.573333
MAB;-5.368589;-49.138025
MFG;13.502531;7.126753
RUS;-9.86167;160.825
RIV;33.880711;-117.259453
RDZ;44.407869;2.482672
PAC;8.973339;-79.555583
MEE;-21.481678;168.037508
SLZ;-2.585361;-44.234139
CGB;-15.652931;-56.116719
MGH;-30.857408;30.343019
KNF;52.648353;0.550692
LSQ;-37.401731;-72.425444
BRX;18.251464;-71.1204
NZA;-14.854;-74.9615
GAO;20.085419;-75.158328
MBX;46.479861;15.686131
MHQ;60.122203;19.898156
EBA;42.760277;10.239445
OAR;36.681878;-121.762347
MOC;-16.706925;-43.8189
CUE;-2.889467;-78.984397
UIO;-0.141144;-78.488214
MPW;47.0761;37.4496
ADJ;31.972703;35.991569
WMN;-15.436666;49.688332
MCY;-26.603333;153.091111
RMF;25.557111;34.583711
MHH;26.511406;-77.083472
FRI;39.055275;-96.764453
MAJ;7.064758;171.272022
MVY;41.391667;-70.615278
MUR;4.1775;114.321944
YMH;52.3028;-55.8472
MBH;-25.5133;152.715
MII;-22.1969;-49.9264
MBT;12.3694;123.629
MHD;36;59
MSH;20.675434;58.890467
MSW;15.669989;39.370103
MSS;44.935833;-74.845547
ZMT;54.0275;-132.125
MRO;-40.973333;175.633611
MVZ;-20.055333;30.859111
YNM;49.761667;-77.802778
MVT;-14.868055;-148.717225
IRP;2.827606;27.588253
IPC;-27.164792;-109.421831
PEI;4.812675;-75.739519
TVU;-16.6906;-179.877
MTS;-26.529022;31.307519
MFK;26.2242;120.003
LZN;26.1598;119.958
MMJ;36.166758;137.922669
MYJ;33.827222;132.699722
IGA;20.975;-73.666862
MUN;9.749067;-63.1534
WGP;-9.669217;120.302006
MUK;-20.1361;-157.345
MUB;-19.972564;23.431086
CER;49.650106;-1.470281
MAU;-16.426486;-152.243669
MNU;16.4447;97.6607
AVI;22.027053;-78.789617
MXF;32.382944;-86.365778
BZV;-4.2517;15.253031
MYG;22.379528;-73.0135
YMA;63.616389;-135.868333
STD;7.565111;-72.035125
CJA;-7.13918;-78.4894
DCM;43.55625;2.289183
MZR;36.706914;67.209678
MDK;0.0226;18.288744
SSY;-6.269897;14.247025
MBS;43.532913;-84.079647
MJM;-6.121236;23.569008
MLC;34.882403;-95.783463
MFE;26.175833;-98.238611
LAS;36.080056;-115.15225
TCM;47.137678;-122.476475
MCC;38.667639;-121.400611
IAB;37.621853;-97.268192
TYS;35.810972;-83.994028
WRI;40.015556;-74.591667
MKL;35.599889;-88.915611
MMV;45.194444;-123.135944
MCV;-16.4425;136.084
CLD;33.0742;-117.1648
MCG;62.9529;-155.606
YLJ;54.125278;-108.522778
BFL;35.433598;-119.05677
YXH;50.01889;-110.720833
RYN;45.628056;-0.9725
MPL;43.576194;3.963014
MKR;-26.6117;118.548
KVA;40.913306;24.619223
MEY;27.583;84.233
THR;35.689167;51.313416
HAK;19.934856;110.458961
MXZ;24.35;116.133
MJB;10.2833;170.883
MEB;-37.728056;144.901944
MEL;-37.673333;144.843333
MLB;28.102753;-80.645258
MBW;-37.975833;145.102222
MLN;35.279817;-2.956256
DOM;15.547028;-61.3
MMB;43.880606;144.164053
FMM;47.988758;10.2395
HOT;34.478;-93.0962
MEM;35.042417;-89.976667
RAK;31.606886;-8.0363
MDU;-6.14774;143.657
MNM;45.12665;-87.638443
SPP;-14.657583;17.719833
MAH;39.862597;4.218647
PSE;18.008306;-66.563028
BLF;37.2958;-81.2077
NMM;32.552083;-88.555557
BOD;44.828335;-0.715556
MIM;-36.9086;149.901
CDV;60.491778;-145.477556
MRI;61.213544;-149.844447
MUH;31.325356;27.221689
MZH;40.829375;35.521992
OAK;37.721278;-122.220722
ETZ;48.982142;6.251319
VNE;47.723303;-2.718561
NCY;45.929233;6.098764
MFU;-13.258878;31.936581
MIA;25.79325;-80.290556
ZVA;-19.562778;45.450832
MIG;31.4281;104.741
GLH;33.4829;-90.9856
PKB;39.3451039;-81.4392031
MDS;21.833;-71.817
MCN;32.69285;-83.649211
MAF;31.942528;-102.201914
MDY;28.201725;-177.380636
KLD;56.824736;35.757678
CND;44.362222;28.488333
YGJ;35.492222;133.236389
MIK;61.6866;27.201794
JMK;37.435128;25.348103
MHZ;52.361933;0.486406
MQL;-34.2292;142.086
MFN;-44.67333;167.92333
MIJ;6.08333;171.733
MGT;-12.0944;134.894
NQA;35.356667;-89.870278
MLT;45.647836;-68.685561
MIV;39.367806;-75.072222
MLO;36.696111;24.4775
MMD;25.846533;131.263494
MTT;18.103419;-94.580681
MWL;32.781606;-98.060175
MRV;44.225072;43.081889
EZE;-34.822222;-58.535833
NVT;-26.879999;-48.65139
MXJ;9.652172;6.462256
MSP;44.881956;-93.221767
MIB;48.415572;-101.357661
MOT;48.259378;-101.280333
MHP;53.864472;27.539683
MSQ;53.882469;28.030731
NKX;32.867694;-117.14175
YCH;47.007778;-65.449167
EPL;48.324961;6.069983
MYY;4.322014;113.986806
MJZ;62.534689;114.038928
MSJ;40.703222;141.368364
MIS;-10.6892;152.838
MRA;32.325;15.061
MSO;46.916306;-114.090556
MOI;-19.8425;-157.703
MJI;32.8941;13.276
MJT;39.056667;26.598333
MYE;34.0736;139.56
MMY;24.782833;125.295111
KMI;31.877222;131.448611
MTF;6.967;35.533
MBD;-25.7984;25.548
MFJ;-18.5667;179.951
BFM;30.626783;-88.068092
MOB;30.691231;-88.242814
MZB;-11.361789;40.354875
MOD;37.625817;-120.954422
MJD;27.335156;68.143053
NUQ;37.416142;-122.049139
ESU;31.3975;-9.68167
MVQ;53.9549;30.0951
CZL;36.276028;6.620386
CMN;33.367467;-7.589967
YMS;-5.893772;-76.118211
MPK;34.7589;126.38
MKK;21.152886;-157.096256
MBA;-4.034833;39.59425
MAS;-2.06189;147.424
MCM;43.73333333;7.41666666
MBE;44.303914;143.404028
MGL;51.230356;6.504494
LOV;26.955733;-101.470136
MOG;20.516758;99.256825
MNY;-7.41694;155.565
MLU;32.510864;-92.037689
ROB;6.233789;-10.362311
MLW;6.289061;-10.758722
YYY;48.608612;-68.208056
XMU;46.534581;3.423725
MRY;36.587;-121.842944
MGM;32.3006389;-86.3939722
VBS;45.428889;10.330556
SNR;47.312189;-2.149181
YMX;45.681944;-74.005278
MTJ;38.500557;-107.89472
VAD;30.967833;-83.193
MOZ;-17.489972;-149.761869
YMJ;50.330278;-105.559167
YMO;51.291111;-80.607778
MKQ;-8.520294;140.418453
MXX;60.957908;14.511383
TVA;-17.85;44.917
MOV;-22.0578;148.077
MRZ;-29.4989;149.845
MGW;39.642908;-79.916314
MEZ;-25.704458;26.908978
ONG;-16.6625;139.178
MXH;-6.36333;143.238
MXM;-21.753867;43.375533
OZP;37.174917;-5.615944
MOQ;-20.28475;44.317614
MYA;-35.8978;150.144
TIM;-4.528275;136.887375
MSU;-29.462256;27.552503
OSR;49.696292;18.111053
OMO;43.2829;17.845878
MTV;-13.666;167.712
MJL;-1.84514;11.0567
ERH;31.9475;-4.398333
MQQ;8.624406;16.071419
GTN;-43.764999;170.133333
MGB;-37.7456;140.785
HGU;-5.826789;144.295861
MHU;-37.0475;147.334
ISA;-20.663889;139.488611
MMG;-28.1161;117.842
MPN;-51.822777;-58.447222
MWP;28;85.333
MUO;43.043603;-115.872431
MOU;62.0954;-163.682
OYG;3.633;31.75
UTT;-31.547903;28.674289
MYW;-10.339058;40.181781
MWX;34.991389;126.382778
MNB;-5.930858;12.351789
MVS;-18.0489;-39.8642
MDG;44.523889;129.568889
BMU;-8.539647;118.687322
MUI;40.434811;-76.569411
MKM;2.90639;112.08
UUD;51.807764;107.437644
MUX;30.203222;71.419111
MZV;4.048333;114.805
MUC;48.353783;11.786086
MUA;-8.32797;157.263
FRS;16.913819;-89.866383
FMO;52.134642;7.684831
MJV;37.774972;-0.812389
MXV;49.6633;100.099
MMK;68.781672;32.750822
MYI;-9.91667;144.055
LOS;6.577369;3.321156
MKG;43.1695;-86.2382
YQA;44.974722;-79.303333
MSA;53.4414;-91.7628
MUZ;-1.483;33.8
MQS;12.887947;-61.180161
LBJ;-8.486656;119.88905
PLW;-0.918542;119.909642
MVB;-1.656156;13.438036
DAR;-6.878111;39.202625
MWZ;-2.444486;32.932667
MGZ;12.439797;98.621478
MYT;25.383636;97.351919
MYR;33.67975;-78.928333
ZZU;-11.44475;34.011776
XNA;36.2818694;-94.3068111
NBX;-3.368183;135.496406
MNC;-14.488233;40.71225
NAN;-17.755392;177.443378
NYM;65.4809;72.6989
LAE;-6.569828;146.726242
WNP;13.5849;123.27
NGS;32.916944;129.913611
NKM;35.255;136.924
NAH;3.683214;125.528019
OKA;26.195814;127.645869
YDP;56.5492;-61.6803
WIL;-1.321719;36.814833
SHB;43.5775;144.96
NAJ;39.1888;45.4584
KOP;17.383794;104.643022
NST;8.539617;99.944725
YQN;50.1828;-86.6964
NAL;43.5129;43.6366
NMA;40.9846;71.5567
MSZ;-15.2612;12.1468
NDK;5.63167;168.125
APL;-15.105611;39.2818
OSY;64.4722;11.5786
NNT;18.807914;100.783419
YCD;49.052333;-123.870167
NAO;30.754;106.062
YSR;72.982222;-84.613611
SHM;33.662222;135.364444
JNN;60.14;-45.2317
WUS;27.7019;118.001
NTE;47.153189;-1.610725
NTG;32.0708;120.976
ACK;41.253053;-70.060181
NNY;32.9808;112.615
NYK;-0.067;37.033
MWF;-15;168.083
NPE;-39.465833;176.87
APF;26.152619;-81.775294
NAW;6.519922;101.7434
NRT;35.764722;140.386389
NAA;-30.3192;149.827
NRA;-34.7022;146.512
JNS;60.9167;-46.0586
UAK;61.160517;-45.425978
NNM;67.380537;53.051016
BNA;36.124472;-86.678194
ISK;19.963739;73.807644
PID;25.083;-77.3
YNA;50.19;-61.789167
CPR;42.908;-106.464417
INU;-0.547458;166.9191
SUV;-18.043267;178.559228
WNS;26.219442;68.390053
JNX;37.080556;25.368056
NDJ;12.133689;15.034019
FIH;-4.38575;15.444569
NLA;-12.998139;28.664944
NLO;-4.326689;15.327342
VOL;39.219619;22.794339
NEC;-38.4831;-58.8172
CNP;70.7433;-22.6606
TOE;33.939722;8.110556
NFG;61.1083;72.65
GXG;-7.754506;15.287728
EAM;17.611436;44.419169
LSV;36.236197;-115.034253
NSN;-41.298333;173.221111
EMN;16.622;-7.316567
YNS;51.6911;-76.1356
KEP;28.1036;81.667
CCU;22.654739;88.446722
EWB;41.6761;-70.9569
CAT;24.3153;-75.4523
ILG;39.678722;-75.606528
CTS;42.7752;141.692283
KKJ;33.845942;131.034689
NBG;29.825333;-90.035
NPL;-39.008611;174.179167
NCA;34.708417;-77.439667
TNE;30.605067;130.991231
EWR;40.6925;-74.168667
NTL;-32.78;151.83
NCS;-27.770586;29.976894
NCL;55.0375;-1.691667
ZNE;-23.4178;119.803
PHF;37.131894;-76.492989
UUU;41.533056;-71.282222
NGE;7.357011;13.559242
NGI;-18.1156;179.34
NGV;-17.043464;15.683822
IRA;-10.4497;161.898
NHA;12.227467;109.192322
IAG;43.107333;-78.946194
LRL;9.767333;1.09125
NRN;51.602222;6.141944
KIJ;37.5711;139.0646
HER;35.339719;25.180297
MNL;14.508647;121.019581
NIO;-2.7175;17.6847
INI;43.337289;21.853722
IIS;-4.49972;154.226
IUE;-19.08;-169.926
HUE;-19.080028;-169.925639
NJC;60.949272;76.483617
ABV;9.006792;7.263172
NOG;31.226083;-110.975831
OLS;31.417722;-110.84789
HAN;21.221192;105.807178
OME;64.512203;-165.445247
NRD;53.706822;7.230247
ORF;36.894611;-76.201222
NLK;-29.041625;167.938742
NGU;36.937644;-76.289289
KIN;17.935667;-76.7875
YVQ;65.281617;-126.798219
SJC;37.3626;-121.929022
NTN;-17.6836;141.07
NUS;-16.0797;167.401
YQW;52.769167;-108.24361
YYB;46.363611;-79.422778
SFZ;41.920764;-71.491381
ELH;25.474861;-76.683489
NZY;32.699219;-117.21531
HWO;26.001222;-80.240722
LBF;41.1262;-100.684
NRL;59.3675;-2.43444
YNO;52.49;-92.9711
OLZ;-14.8817;166.558
PNE;40.081944;-75.010586
PQI;46.688958;-68.044797
NHT;51.553;-0.418167
ORT;62.961334;-141.929136
MSL;34.7453;-87.6102
YNE;53.9583;-97.8442
NWI;52.675833;1.282778
NOM;9.97649;-85.653
NOB;9.976494;-85.652964
NSH;36.6633;51.4647
NTQ;37.293097;136.961853
NQT;52.92;-1.07917
EMA;52.831111;-1.328056
NDB;20.933067;-17.029956
NKC;18.097856;-15.947956
GHA;32.384106;3.794114
KHV;48.528044;135.188361
NUX;66.041811;76.313938
NOJ;63.110079;75.162243
STY;-31.438481;-57.985294
UKU;-3.667;142.483
NHV;-8.795603;-140.228789
NCU;42.4884;59.6233
NNX;4.13653;117.667
NUE;49.4987;11.066897
GZO;-8.09778;156.864
GOH;64.190922;-51.678064
NYA;62.11;65.615
UYL;12.0535;24.9562
LZY;29.3033;94.3353
OKY;-27.4114;151.735
OAM;-44.97;171.081667
PDA;3.85;-67.91
OBF;48.081364;11.283067
OBO;42.733333;143.217222
OBX;-7.583;141.317
NTU;36.820703;-76.033542
LEH;49.533889;0.088056
ONJ;40.1919;140.371
ODE;55.476664;10.330933
ODS;46.426767;30.676464
ODH;51.234139;-0.942825
OFF;41.118332;-95.912511
OGS;44.681854;-75.4655
OGL;6.806944;-58.104444
YOG;51.6586;-85.9017
GZT;36.947183;37.478683
OHD;41.179956;20.742325
OIT;33.479444;131.737222
OKD;43.1161;141.38
OKJ;34.756944;133.855278
WAW;52.16575;20.967122
OHO;59.4101;143.057
OKI;36.181125;133.324844
OKN;-0.665214;13.673133
OIR;42.071667;139.432911
EOH;6.219958;-75.590519
OLB;40.898661;9.517628
YOC;67.570556;-139.839167
OLP;-30.485;136.877
OMB;-1.574733;9.262694
OMS;54.967042;73.310514
OND;-17.8782;15.9526
VPE;-17.0435;15.6838
ONT;34.056;-117.601194
OST;51.198889;2.862222
OPF;25.907;-80.278389
OMR;47.025278;21.9025
ORA;-23.152779;-64.32917
OMD;-28.5847;16.4467
ORP;-21.2667;25.3167
ORB;59.223733;15.037956
REN;51.795786;55.456744
MOA;20.654114;-74.922114
OLA;63.698908;9.604003
JDO;-7.21896;-39.2701
MCO;28.429394;-81.308994
SFB;28.777639;-81.237489
DWS;28;82
ORY;48.725278;2.359444
ORW;25.2747;64.586
OER;63.408339;18.990039
OSW;51.0725;58.5956
ITM;34.785528;135.438222
OSN;37.090617;127.029594
OSC;44.451558;-83.394053
OSS;40.608989;72.793269
OIM;34.782033;139.360306
OSI;45.462667;18.810156
OSK;57.350453;16.497972
ZYL;24.963242;91.866783
HRK;49.9248;36.29
OXB;11.8948;-15.6537
AGV;9.553422;-69.237536
FMH;41.658439;-70.521417
YOW;45.3225;-75.669167
OTU;7.010369;-74.715497
OUA;12.353194;-1.512417
AJN;-12.131667;44.430279
OGX;31.917223;5.412778
OZZ;30.939053;-6.909431
ODY;20.583;104.167
DUH;-33.606967;22.188978
HME;31.672972;6.140444
OUE;1.615994;16.037917
OUL;64.930061;25.354564
OUK;60.417;-0.75
UVE;-20.640556;166.572778
VDA;29.94025;34.93585
FTX;-0.53135;15.950094
GCM;19.292778;-81.35775
OWB;37.7401;-87.1668
YOH;54.9333;-95.2789
OYE;1.543108;11.581361
OZC;8.178508;123.841731
OZA;30.735281;-101.202972
JFR;61.9922;-49.6625
PAD;51.614089;8.616317
QPA;45.395767;11.847903
PEM;-12.613611;-69.228611
PFO;34.718039;32.485731
PAG;7.8272;123.458
FMY;26.586611;-81.86325
PGA;36.9261;-111.4483
PPG;-14.331;-170.7105
PYY;19.372;98.437
PNV;55.729444;24.460833
PKK;21.3333;95.1
PKZ;15.132053;105.781417
PSX;28.727508;-96.250958
PLQ;55.973228;21.093856
LNA;26.593;-80.085056
PBI;26.683161;-80.095589
PMK;-18.7553;146.581
PSP;33.829667;-116.506694
PMZ;8.951025;-83.468583
PMW;-10.241667;-48.35278
PMD;34.629391;-118.08456
PAQ;61.594914;-149.088711
PMR;-40.320556;175.616944
PMS;34.557361;38.316889
BGA;7.1265;-73.184778
PNA;42.770039;-1.646331
PLU;-19.851181;-43.950628
PFN;30.212083;-85.682806
YXP;66.145;-65.713611
PSU;0.835578;112.937
PJG;26.954547;64.132517
PNL;36.816519;11.968864
PGH;29.033408;79.473744
PSV;60.3217;-1.69306
PPW;59.3517;-2.90028
PBO;-23.1711;117.745
PAJ;33.9021;70.0716
PPQ;-40.904722;174.989167
PED;50.013419;15.738647
PKE;-33.1314;148.239
