NormalisedCityPair;DepartureCode;ArrivalCode;Departure_lat;Departure_lon;Arrival_lat;Arrival_lon
Milan - Naples;LIN;NAP;45.5;9.18;40.84;14.25
Jakarta-soekarno - Singapore;SIN;CGK;1.3;103.98;-6.13;106.66
Mexico City - Santiago;SCL;MEX;-33.4;-70.79;19.43;-99.16
New York - Singapore;JFK;SIN;40.6;-73.79;1.34;103.98
London - New York;LHR;JFK;51.5;-0.45;40.64;-73.79
London - Nice;LGW;NCE;51.2;-0.16;43.67;7.21
Dubai - Jeddah;JED;DXB;21.7;39.15;25.25;55.35
London - Madrid;LTN;MAD;51.9;-0.37;40.46;-3.58
Mombasa - Nairobi;NBO;MBA;-1.3;36.81;-4;39.72
Baltimore - London;BWI;LHR;39.2;-76.67;51.47;-0.45
Lisbon - London;LGW;LIS;51.2;-0.16;38.77;-9.13
New York - Osaka;JFK;ITM;35.8;140.39;34.79;135.44
Kansas City - Newark;MCI;EWR;39.3;-94.72;40.69;-74.18
Geneva - Singapore;GVA;SIN;25.3;51.56;1.34;103.98
Geneva - Zurich;GVA;ZRH;46.2;6.11;47.45;8.57
Munich - San Francisco;MUC;SFO;48.3;11.77;37.61;-122.39
Amsterdam - London;AMS;LHR;52.3;4.75;51.47;-0.45
Frankfurt - Geneva;GVA;FRA;46.2;6.11;50.05;8.56
Miami - San Francisco;MIA;SFO;33.4;-110.87;37.61;-122.39
Hong Kong - London;LHR;HKG;51.5;-0.45;22.32;113.94
Edinburgh - London;LHR;EDI;51.5;-0.45;55.96;-3.34
Milan - Paris;LIN;CDG;45.5;9.18;49.01;2.54
Singapore - Sydney;SYD;SIN;-33.9;151.23;1.34;103.98
Karachi - London;KHI;LGW;25.3;55.35;51.16;-0.16
Sydney - Tokyo;NRT;SYD;35.8;140.39;-33.92;151.23
Madrid - Milan;MXP;MAD;45.5;9.18;40.46;-3.58
Dar Es Salaam - Nairobi;NBO;DAR;-1.3;36.81;-6.88;39.2
Chicago - Hong Kong;HKG;ORD;22.3;113.94;41.6;-98.93
Dubai - Jakarta;CGK;DXB;-6.1;106.66;25.25;55.35
New York - Tokyo;JFK;HND;40.6;-73.79;35.55;139.75
Brisbane - Singapore;SIN;BNE;1.3;103.98;-27.4;153.11
Glasgow - Manchester;GLA;MAN;55.9;-4.43;53.37;0.1
Montreal - Newark;EWR;YUL;40.7;-74.18;45.46;-73.75
Miami - Tokyo;NRT;MIA;40.6;-73.79;33.4;-110.87
Chicago - White Plains;ORD;HPN;41.6;-98.93;41.07;-73.7
Cairo - Nairobi;CAI;NBO;30.1;31.25;-1.28;36.81
New York - Portland;PDX;JFK;45.6;-122.59;40.64;-73.79
Johannesburg - Munich;JNB;MUC;-26.1;28.23;48.34;11.77
Atlanta - Miami;MIA;ATL;33.4;-110.87;42.94;-83.53
Bangalore - Singapore;SIN;BLR;1.3;103.98;12.8;77.65
Hong Kong - Tokyo;NRT;HKG;35.8;140.39;22.32;113.94
Newark - Oslo;EWR;OSL;40.7;-74.18;59.91;10.75
Bombay - Madras;BOM;MAA;19.1;72.86;13.05;80.23
Indianapolis - Newark;EWR;IND;40.7;-74.18;39.71;-86.3
Delhi - Singapore;SIN;DEL;1.3;103.98;28.66;77.26
London - Vilnius;VNO;LHR;55.6;12.64;51.47;-0.45
Des Moines - Newark;DSM;EWR;41.5;-93.65;40.69;-74.18
Amsterdam - Paris;CDG;AMS;49;2.54;52.31;4.75
Beijing - Hong Kong;HKG;PEK;22.3;113.94;40.07;116.58
Geneva - London;LCY;GVA;51.5;0.05;46.23;6.11
Lima - London;LIM;LCY;40.5;-3.58;51.5;0.05
Jacksonville - New York;JAX;LGA;33.8;-85.76;40.77;-73.88
Bangkok - Singapore;SIN;BKK;1.3;103.98;13.71;100.77
Chicago - Tokyo;NRT;ORD;35.8;140.39;41.6;-98.93
Edmonton - New York;YEG;LGA;44.9;-93.2;40.77;-73.88
London - Miami;LHR;MIA;51.5;-0.45;33.4;-110.87
Cape Town - New York;CPT;JFK;51.5;-0.45;40.64;-73.79
Lima - Miami;MIA;LIM;33.4;-110.87;-12.02;-77.11
Newark - Sydney;SYD;EWR;34.1;-118.24;40.69;-74.18
Newark - Paris;EWR;ORY;40.7;-74.18;48.73;2.37
Fort De France - Paris;FDF;ORY;14.6;-61.01;48.73;2.37
Madrid - Paris;ORY;MAD;48.7;2.37;40.46;-3.58
Glasgow - London;GLA;LHR;55.9;-4.43;51.47;-0.45
Delhi - Poona;DEL;PNQ;28.7;77.26;18.58;73.91
Guernsey -channel Isl. - Isle Of Man;IOM;GCI;51.2;-0.16;49.43;-2.6
Barcelona - Madrid;MAD;BCN;40.5;-3.58;41.3;2.08
San Francisco - Washington Dc;IAD;SFO;39;-77.45;37.61;-122.39
Boston - New York;LGA;BOS;40.8;-73.88;42.21;-71
Newark - St. Louis;STL;EWR;38.7;-90.36;40.69;-74.18
Dubai - Sao Paulo;DXB;GRU;25.3;55.35;-23.42;-46.48
Isle Of Man - Liverpool;IOM;LPL;54.1;-4.63;53.34;-2.85
London - Zagreb;ZAG;LHR;45.7;16.06;51.47;-0.45
Luxembourg - New York;JFK;LUX;50.1;8.56;49.63;6.21
La Coruna - Madrid;MAD;LCG;40.5;-3.58;43.3;-8.38
Accra - London;LHR;ACC;51.5;-0.45;5.6;-0.17
Cairo - Nairobi;CAI;NBO;30.1;31.25;-1.28;36.81
Dubai - Madrid;MAD;DXB;40.5;-3.58;25.25;55.35
Austin - Houston;AUS;IAH;30.2;-97.67;29.98;-95.34
Newark - Paris;CDG;EWR;49;2.54;40.69;-74.18
Accra - Nairobi;ACC;NBO;5.6;-0.17;-1.28;36.81
Dar Es Salaam - Nairobi;NBO;DAR;-1.3;36.81;-6.88;39.2
Ft. Lauderdale - Newark;FLL;EWR;26.1;-80.13;40.69;-74.18
Delhi - Dubai;DXB;DEL;25.3;55.35;28.66;77.26
London - Munich;LCY;MUC;51.5;0.05;48.34;11.77
Houston - Tulsa;TUL;IAH;34.2;-89.36;29.98;-95.34
Dubai - Muscat;DXB;MCT;25.3;55.35;23.59;58.29
London - Paris;LHR;ORY;51.5;-0.45;48.73;2.37
Des Moines - New York;LGA;DSM;33.1;-88.31;41.53;-93.65
Frankfurt - Seoul;ICN;FRA;37.5;126.66;50.05;8.56
Brisbane - Sydney;BNE;SYD;-27.4;153.11;-33.92;151.23
Manchester - Singapore;SIN;MAN;1.3;103.98;53.37;0.1
Dubai - London;DXB;LHR;25.3;55.35;51.47;-0.45
Detroit - White Plains;HPN;DTW;41.1;-73.7;37.26;-107.75
Accra - Nairobi;ACC;NBO;5.6;-0.17;-1.28;36.81
Basel-Mulhouse-Freiburg - London;LHR;BSL;51.5;-0.45;47.55;7.59
Melbourne - Sydney;SYD;MEL;-33.9;151.23;-37.67;144.85
Brisbane - Sydney;BNE;SYD;-27.4;153.11;-33.92;151.23
London - San Francisco;LHR;SFO;51.5;-0.45;37.61;-122.39
Bombay - Singapore;BOM;SIN;19.1;72.86;1.34;103.98
Mombasa - Nairobi;NBO;MBA;-1.3;36.81;-4;39.72
Johannesburg - Maputo;JNB;MPM;-26.1;28.23;-25.92;32.57
Melbourne - Singapore;MEL;SIN;-37.7;144.85;1.34;103.98
Edmonton - Toronto;YYZ;YEG;43.7;-79.61;53.31;-113.58
Harare - Johannesburg;JNB;HRE;-26.1;28.23;-17.92;31.1
London - Prague;LHR;PRG;51.5;-0.45;50.08;14.43
Dubai - Los Angeles;DXB;LAX;25.3;55.35;34.05;-118.24
Los Angeles - San Francisco;LAX;SFO;34.1;-118.24;37.61;-122.39
Dallas - Philadelphia;PHL;DFW;45.1;-89.01;32.87;-97.04
Kuala Lumpur - Singapore;SIN;KUL;1.3;103.98;2.76;101.71
Madras - Singapore;MAA;SIN;13.1;80.23;1.34;103.98
Gibraltar - London;GIB;LGW;36.1;-5.35;51.16;-0.16
Los Angeles - Newark;EWR;LAX;40.7;-74.18;34.05;-118.24
London - Paris;CDG;LHR;49;2.54;51.47;-0.45
Atlanta - Charlottesville;CHO;ATL;37.2;-88.81;42.94;-83.53
Johannesburg - Las Vegas;LAS;JNB;42.9;-83.53;-26.13;28.23
London - Perth;LHR;PER;1.3;103.98;-31.94;115.97
Boston - Toronto Island;BOS;YTZ;42.2;-71;43.63;-79.4
San Francisco - Tel Aviv;SFO;TLV;40.7;-74.18;32.01;34.89
Milan - Paris;LIN;CDG;45.5;9.18;49.01;2.54
Monte Carlo - Nice;NCE;MCM;43.7;7.21;43.73;7.42
London - Milan;LIN;LGW;45.5;9.18;51.16;-0.16
Newark - Omaha;EWR;OMA;40.7;-74.18;31.73;-90.15
Frankfurt - Milan;FRA;LIN;50.1;8.56;45.47;9.18
San Francisco - Tokyo;SFO;NRT;37.6;-122.39;35.75;140.39
London - Paris;CDG;LHR;49;2.54;51.47;-0.45
Detroit - London;LHR;DTW;51.5;-0.45;37.26;-107.75
Dubai - Johannesburg;DXB;JNB;25.3;55.35;-26.13;28.23
Seoul - Singapore;ICN;SIN;37.5;126.66;1.34;103.98
Houston - Oklahoma City;OKC;IAH;35.4;-97.6;29.98;-95.34
Beijing - London;PEK;LHR;40.1;116.58;51.47;-0.45
Halifax - Toronto;YYZ;YHZ;43.7;-79.61;44.89;-63.52
Atlanta - Charlottesville;CHO;ATL;35.2;-80.95;42.94;-83.53
Edinburgh - London;LGW;EDI;51.2;-0.16;55.96;-3.34
Ho Chi Minh - Singapore;SIN;SGN;1.3;103.98;10.82;106.66
Honolulu - Oahu - Tokyo;HNL;NRT;21.3;-157.92;35.75;140.39
Honolulu - Oahu - Kona ;KOA;HNL;19.7;-156.04;21.34;-157.92
Madrid - Mexico City;MEX;MAD;19.4;-99.16;40.46;-3.58
Minneapolis - Philadelphia;MSP;PHL;44.9;-93.2;45.05;-89.01
Chicago - Washington Dc;DCA;ORD;38.9;-77.04;41.6;-98.93
Bombay - Singapore;SIN;BOM;1.3;103.98;19.09;72.86
Chicago - New York;ORD;LGA;41.6;-98.93;40.77;-73.88
Hong Kong - Las Vegas;HKG;LAS;34.1;-118.24;32.02;-87.96
London - Madras;MAA;LHR;13.1;80.23;51.47;-0.45
Brisbane - Sydney;SYD;BNE;-33.9;151.23;-27.4;153.11
Kona - Hawaii - Los Angeles;LAX;KOA;34.1;-118.24;19.73;-156.04
Calgary - London;LHR;YYC;51.5;-0.45;51.13;-114.01
San Francisco - Tokyo;HND;SFO;35.6;139.75;37.61;-122.39
Glasgow - London;GLA;LTN;55.9;-4.43;51.88;-0.37
Abu Dhabi - Casablanca;CMN;AUH;33.4;-7.58;24.42;54.64
Amsterdam - Newark;EWR;AMS;40.7;-74.18;52.31;4.75
Boston - Sao Paulo;GRU;BOS;40.6;-73.79;42.21;-71
Frankfurt - Milan;FRA;LIN;50.1;8.56;45.47;9.18
Hong Kong - Osaka;HKG;KIX;22.3;113.94;34.43;135.24
London - Portland;LHR;PDX;39.9;-75.59;45.59;-122.59
Barcelona - San Francisco;BCN;SFO;50.1;8.56;37.61;-122.39
Amsterdam - Singapore;SIN;AMS;1.3;103.98;52.31;4.75
Geneva - Nice;NCE;GVA;43.7;7.21;46.23;6.11
Boston - New York;LGA;BOS;40.8;-73.88;42.21;-71
Geneva - Riyadh;GVA;RUH;50.1;8.56;24.94;46.71
Dublin - London;LHR;DUB;51.5;-0.45;53.34;-6.25
Johannesburg - Upington;UTN;JNB;-28.4;21.26;-26.13;28.23
Brisbane - Sydney;BNE;SYD;-27.4;153.11;-33.92;151.23
Birmingham - Bombay;BHX;BOM;25.3;55.35;19.09;72.86
Kuala Lumpur - Singapore;SIN;KUL;1.3;103.98;2.76;101.71
San Diego - San Francisco;SAN;SFO;32.7;-102.18;37.61;-122.39
Dar Es Salaam - Dubai;DXB;DAR;25.3;55.35;-6.88;39.2
Kiev-borispol - New York;JFK;KBP;40.6;-73.79;50.43;30.55
Gaborone - Nairobi;GBE;NBO;-24.6;25.93;-1.28;36.81
Johannesburg - Pietersburg;JNB;PTG;-26.1;28.23;-23.86;29.45
Frankfurt - Newark;EWR;FRA;40.7;-74.18;50.05;8.56
Hong Kong - Melbourne;MEL;HKG;-37.7;144.85;22.32;113.94
Amsterdam - Hong Kong;HKG;AMS;22.3;113.94;52.31;4.75
Hong Kong - Tokyo;HND;HKG;35.6;139.75;22.32;113.94
Frankfurt - London;FRA;LCY;50.1;8.56;51.5;0.05
Houston - Washington Dc;DCA;IAH;38.9;-77.04;29.98;-95.34
Sydney - Tokyo;SYD;NRT;-33.9;151.23;35.75;140.39
Boston - Chicago;BOS;ORD;42.2;-71;41.6;-98.93
Houston - Sydney;IAH;SYD;34.1;-118.24;-33.92;151.23
Biarrita - Paris;BIQ;ORY;43.5;-1.53;48.73;2.37
Geneva - Paris;GVA;CDG;46.2;6.11;49.01;2.54
Dusseldorf - New York;JFK;DUS;51.5;-0.45;51.28;6.78
Los Angeles - Toronto;YYZ;LAX;43.7;-79.61;34.05;-118.24
Chongqing - Hong Kong;HKG;CKG;22.3;113.94;29.58;106.5
Accra - Dubai;DXB;ACC;25.3;55.35;5.6;-0.17
Lisbon - Newark;LIS;EWR;38.8;-9.13;40.69;-74.18
Hong Kong - Los Angeles;LAX;HKG;34.1;-118.24;22.32;113.94
Moscow - Paris;CDG;SVO;49;2.54;55.96;37.42
Newark - West Palm Beach;EWR;PBI;40.7;-74.18;26.69;-80.09
Sydney - Tokyo;NRT;SYD;35.8;140.39;-33.92;151.23
Bombay - Johannesburg;JNB;BOM;-26.1;28.23;19.09;72.86
Shanghai - Singapore;PVG;SIN;31.1;121.8;1.34;103.98
New York - Sao Paulo;GRU;JFK;-23.4;-46.48;40.64;-73.79
New York - Turin;TRN;JFK;49;2.54;40.64;-73.79
Jakarta-soekarno - Newark;EWR;CGK;1.3;103.98;-6.13;106.66
Frankfurt - Geneva;GVA;FRA;46.2;6.11;50.05;8.56
Frankfurt - New York;FRA;JFK;51.5;-0.45;40.64;-73.79
Birmingham - Manila;MNL;BHX;25.3;55.35;52.45;-1.73
Las Vegas - London;LHR;LAS;51.5;-0.45;32.02;-87.96
Newark - Orlando;EWR;MCO;40.7;-74.18;28.44;-81.31
London - Seoul;ICN;LHR;37.5;126.66;51.47;-0.45
Madras - Singapore;MAA;SIN;13.1;80.23;1.34;103.98
Madrid - New York;MAD;JFK;40.5;-3.58;40.64;-73.79
Frankfurt - Madrid;FRA;MAD;50.1;8.56;40.46;-3.58
Hong Kong - Johannesburg;HKG;JNB;22.3;113.94;-26.13;28.23
Beijing - Tokyo;NRT;PEK;35.8;140.39;40.07;116.58
Brisbane - Sydney;BNE;SYD;-27.4;153.11;-33.92;151.23
Amsterdam - Hong Kong;AMS;HKG;52.3;4.75;22.32;113.94
Brisbane - Toronto;YYZ;BNE;34.1;-118.24;-27.4;153.11
Seoul - Zurich;ZRH;ICN;47.5;8.57;37.45;126.66
Bentonville - New York;LGA;XNA;40.8;-73.88;36.28;-94.3
Chicago - Kansas City;MCI;ORD;39.3;-94.72;41.6;-98.93
Johannesburg - Philadelphia;PHL;JNB;40.6;-73.79;-26.13;28.23
Geneva - London;LHR;GVA;51.5;-0.45;46.23;6.11
Los Angeles - Philadelphia;PHL;LAX;45.1;-89.01;34.05;-118.24
Toronto - Winnipeg;YYZ;YWG;43.7;-79.61;49.9;-97.23
New York - Toronto;YYZ;JFK;43.7;-79.61;40.64;-73.79
London - Taipei;TPE;LHR;22.3;113.94;51.47;-0.45
Geneva - Madrid;GVA;MAD;46.2;6.11;40.46;-3.58
Denver - Philadelphia;PHL;DEN;45.1;-89.01;39.77;-104.86
New York - San Francisco;SFO;JFK;37.6;-122.39;40.64;-73.79
London - Nairobi;NBO;LHR;-1.3;36.81;51.47;-0.45
Boston - San Francisco;BOS;SFO;42.2;-71;37.61;-122.39
Hong Kong - Zurich;HKG;ZRH;22.3;113.94;47.45;8.57
Newark - Pittsburgh;EWR;PIT;40.7;-74.18;48.72;-94.74
Melbourne - New York;MEL;JFK;22.3;113.94;40.64;-73.79
Singapore - Zurich;ZRH;SIN;47.5;8.57;1.34;103.98
Bologna - London;LGW;BLQ;51.2;-0.16;44.5;11.35
Lisbon - Milan;MIL;LIS;37.7;15.12;38.77;-9.13
Beijing - Seoul;PEK;ICN;40.1;116.58;37.45;126.66
Aspen - Houston;ASE;IAH;39.2;-106.86;29.98;-95.34
Durban - Lanseria;HLA;DUR;-25.9;27.92;-29.96;30.95
Hong Kong - Manila;HKG;MNL;22.3;113.94;14.51;121.02
Frankfurt - Rio De Janeiro;FRA;GIG;50.1;8.56;-22.81;-43.24
Johannesburg - London;JNB;LHR;-26.1;28.23;51.47;-0.45
Bombay - Brussels;BOM;BRU;19.1;72.86;50.89;4.48
Brussels - New York;BRU;JFK;50.9;4.48;40.64;-73.79
Athens - Frankfurt;ATH;FRA;37.9;23.72;50.05;8.56
Sao Paulo - Toronto;YYZ;GRU;43.7;-79.61;-23.42;-46.48
Gaborone - Nairobi;GBE;NBO;-26.1;28.23;-1.28;36.81
New York - Nice;NCE;JFK;43.7;7.21;40.64;-73.79
Abu Dhabi - Doha;DOH;AUH;25.3;51.56;24.42;54.64
Hong Kong - Singapore;HKG;SIN;22.3;113.94;1.34;103.98
Boston - New York;LGA;BOS;40.8;-73.88;42.21;-71
Dubai - New York;DXB;JFK;25.3;55.35;40.64;-73.79
Geneva - Seoul;ICN;GVA;50.1;8.56;46.23;6.11
Beijing - Seoul;PEK;ICN;40.1;116.58;37.45;126.66
Frankfurt - Jakarta;CGK;FRA;1.3;103.98;50.05;8.56
Francistown - Gaborone;GBE;FRW;-24.6;25.93;-21.16;27.48
Paris - Singapore;CDG;SIN;49;2.54;1.34;103.98
Geneva - Jeddah;JED;GVA;50.1;8.56;46.23;6.11
Frankfurt - Madrid;FRA;MAD;50.1;8.56;40.46;-3.58
London - Madras;MAA;LHR;25.3;55.35;51.47;-0.45
Melbourne - Tokyo;NRT;MEL;-33.9;151.23;-37.67;144.85
Geneva - Tokyo;NRT;GVA;47.5;8.57;46.23;6.11
London - Zurich;LCY;ZRH;51.5;0.05;47.45;8.57
Paris - Sao Paulo;GRU;CDG;-23.4;-46.48;49.01;2.54
Boston - Houston;IAH;BOS;30;-95.34;42.21;-71
San Francisco - Singapore;SIN;SFO;1.3;103.98;37.61;-122.39
Hangzhou - Hong Kong;HKG;HGH;22.3;113.94;30.33;120.23
Birmingham - Dublin;DUB;BHX;53.3;-6.25;52.45;-1.73
Kiev-borispol - London;LHR;KBP;51.5;-0.45;50.43;30.55
Casablanca-mohamed V. - Dubai;CMN;DXB;33.4;-7.58;25.25;55.35
Chicago - Denver;ORD;DEN;41.6;-98.93;39.77;-104.86
Dallas - Los Angeles;DFW;LAX;32.9;-97.04;34.05;-118.24
Birmingham - Delhi;BHX;DEL;25.3;55.35;28.66;77.26
Hong Kong - Newark;HKG;EWR;22.3;113.94;40.69;-74.18
New York - Singapore;SIN;JFK;1.3;103.98;40.64;-73.79
Los Angeles - New York;LAX;JFK;34.1;-118.24;40.64;-73.79
Bogota - Mexico City;BOG;MEX;4.7;-74.14;19.43;-99.16
Atlanta - Chicago;ORD;ATL;41.6;-98.93;42.94;-83.53
Hong Kong - Los Angeles;LAX;HKG;34.1;-118.24;22.32;113.94
Los Angeles - Sydney;LAX;SYD;34.1;-118.24;-33.92;151.23
London - Tbilisi;LHR;TBS;41;28.99;41.67;44.96
Bangalore - New York;BLR;JFK;25.3;51.56;40.64;-73.79
London - Riyadh;LHR;RUH;51.5;-0.45;24.94;46.71
Dublin - Lisbon;LIS;DUB;38.8;-9.13;53.34;-6.25
London - Singapore;SIN;LHR;1.3;103.98;51.47;-0.45
Dusseldorf - London;LHR;DUS;51.5;-0.45;51.28;6.78
Manila - Singapore;SIN;MNL;1.3;103.98;14.51;121.02
Bogota - London;BOG;LHR;40.5;-3.58;51.47;-0.45
Paris - San Francisco;CDG;SFO;49;2.54;37.61;-122.39
Boston - Toronto;YYZ;BOS;43.7;-79.61;42.21;-71
Brasilia - Sao Paulo;BSB;CGH;-15.9;-47.91;-23.63;-46.66
Delhi - Poona;PNQ;DEL;18.6;73.91;28.66;77.26
Geneva - Paris;CDG;GVA;49;2.54;46.23;6.11
Madrid - Sao Paulo;GRU;MAD;-23.4;-46.48;40.46;-3.58
San Francisco - Singapore;SIN;SFO;1.3;103.98;37.61;-122.39
Beijing - Singapore;SIN;PEK;1.3;103.98;40.07;116.58
Hong Kong - Kuala Lumpur;HKG;KUL;22.3;113.94;2.76;101.71
Belfast-city - London;BHD;LGW;54.6;-5.87;51.16;-0.16
Burbank - Oakland;OAK;BUR;40.2;-97.9;34.2;-118.35
Dubai - London;DXB;LHR;25.3;55.35;51.47;-0.45
Atlanta - San Francisco;SFO;ATL;37.6;-122.39;42.94;-83.53
Johannesburg - Paris;CDG;JNB;49;2.54;-26.13;28.23
Chicago - Miami;MIA;ORD;33.4;-110.87;41.6;-98.93
Portland - San Francisco;PDX;SFO;45.6;-122.59;37.61;-122.39
Geneva - Lisbon;LIS;GVA;38.8;-9.13;46.23;6.11
Entebbe/kampala - Nairobi;EBB;NBO;0;32.44;-1.28;36.81
Las Vegas - Los Angeles;LAX;LAS;34.1;-118.24;32.02;-87.96
Delhi - Hong Kong;HKG;DEL;22.3;113.94;28.66;77.26
London - Turin;TRN;LGW;45.1;7.7;51.16;-0.16
London - Stuttgart;STR;LHR;54.4;13.52;51.47;-0.45
Dubai - Zurich;DXB;ZRH;25.3;55.35;47.45;8.57
Kuala Lumpur - Singapore;KUL;SIN;2.8;101.71;1.34;103.98
Frankfurt - Hamburg;HAM;FRA;53.6;10.01;50.05;8.56
Bombay - Poona;PNQ;BOM;18.6;73.91;19.09;72.86
Columbus - Newark;CMH;EWR;40;-82.89;40.69;-74.18
Bangalore - Bombay;BOM;BLR;19.1;72.86;12.8;77.65
Los Angeles - San Francisco;SFO;LAX;37.6;-122.39;34.05;-118.24
Frankfurt - Geneva;FRA;GVA;50.1;8.56;46.23;6.11
London - Luxembourg;LHR;LUX;51.5;-0.45;49.63;6.21
Edinburgh - London;LCY;EDI;51.5;0.05;55.96;-3.34
Seoul - Taipei;TPE;ICN;25.1;121.24;37.45;126.66
Hong Kong - Sydney;SYD;HKG;-33.9;151.23;22.32;113.94
Frankfurt - Zurich;FRA;ZRH;50.1;8.56;47.45;8.57
Bahrain - Dubai;DXB;BAH;25.3;55.35;26.27;50.63
Houston - San Francisco;IAH;SFO;30;-95.34;37.61;-122.39
Chicago - San Francisco;ORD;SFO;41.6;-98.93;37.61;-122.39
London - New York;LHR;JFK;51.5;-0.45;40.64;-73.79
Mexico City - Monterrey;MTY;MEX;25.8;-100.32;19.43;-99.16
Denver - London;LHR;DEN;51.5;-0.45;39.77;-104.86
Newark - Oklahoma City;OKC;EWR;37.3;-107.75;40.69;-74.18
New York - San Juan;JFK;SJU;40.6;-73.79;18.44;-66.01
Beijing - Tokyo;PEK;HND;40.1;116.58;35.55;139.75
Hong Kong - Tokyo;HND;HKG;35.6;139.75;22.32;113.94
Amsterdam - Paris;CDG;AMS;49;2.54;52.31;4.75
London - Tokyo;LHR;HND;51.5;-0.45;35.55;139.75
Karachi - Lahore;KHI;LHE;24.9;67.15;31.52;74.39
Delhi - Dubai;DXB;DEL;25.3;55.35;28.66;77.26
Dubai - Kuwait;DXB;KWI;25.3;55.35;29.25;47.97
Singapore - Washington Dc;IAD;SIN;48.3;11.77;1.34;103.98
Houston - Los Angeles;IAH;LAX;30;-95.34;34.05;-118.24
Bahrain - Dubai;DXB;BAH;25.3;55.35;26.27;50.63
Boston - Toronto;BOS;YYZ;42.2;-71;43.68;-79.61
Boston - Los Angeles;LAX;BOS;34.1;-118.24;42.21;-71
Phoenix - Toronto;PHX;YYZ;34.1;-118.24;43.68;-79.61
Dubai - Glasgow;GLA;DXB;55.9;-4.43;25.25;55.35
Munich - Tokyo;MUC;NRT;48.3;11.77;35.75;140.39
Sydney - Tokyo;NRT;SYD;35.8;140.39;-33.92;151.23
Larnaca - London;LCA;LHR;34.9;33.63;51.47;-0.45
Cape Town - Johannesburg;JNB;CPT;-26.1;28.23;-33.97;18.59
Abu Dhabi - London;AUH;LHR;24.4;54.64;51.47;-0.45
Birmingham - Isle Of Man;IOM;BHX;54.1;-4.63;52.45;-1.73
Minneapolis - San Francisco;SFO;MSP;39.8;-104.86;44.88;-93.2
Hong Kong - Singapore;HKG;SIN;22.3;113.94;1.34;103.98
Munich - Paris;CDG;MUC;49;2.54;48.34;11.77
Lisbon - Milan;LIS;MXP;38.8;-9.13;45.47;9.18
New York - Shanghai;PVG;JFK;31.1;121.8;40.64;-73.79
Louisville - New York;LGA;SDF;40.8;-73.88;38.18;-85.72
Frankfurt - Luxembourg;FRA;LUX;50.1;8.56;49.63;6.21
Dubai - Riyadh;RUH;DXB;24.9;46.71;25.25;55.35
Hong Kong - Singapore;HKG;SIN;22.3;113.94;1.34;103.98
Dubai - Johannesburg;DXB;JNB;25.3;55.35;-26.13;28.23
Hong Kong - Sydney;SYD;HKG;-33.9;151.23;22.32;113.94
Mexico City - Toronto;YYZ;MEX;43.7;-79.61;19.43;-99.16
Newark - Stuttgart;EWR;STR;40.7;-74.18;54.42;13.52
Bombay - Singapore;SIN;BOM;1.3;103.98;19.09;72.86
Atlanta - White Plains;ATL;HPN;42.9;-83.53;41.07;-73.7
Kalgoorlie - Perth;PER;KGI;-31.9;115.97;-30.78;121.45
Johannesburg - Mahe Island;JNB;SEZ;-1.3;36.81;-4.68;55.52
New York - San Francisco;JFK;SFO;40.6;-73.79;37.61;-122.39
Paris - Shanghai;PVG;CDG;31.1;121.8;49.01;2.54
Jeddah - London;LHR;JED;51.5;-0.45;21.67;39.15
Islamabad/rawalpindi - Karachi;ISB;KHI;33.6;73.1;24.9;67.15
Beijing - Shanghai;PEK;SHA;40.1;116.58;31.19;121.34
Atlanta - Boston;ATL;BOS;42.9;-83.53;42.21;-71
Hong Kong - Shanghai;HKG;PVG;22.3;113.94;31.12;121.8
Sydney - Tokyo;SYD;NRT;-33.9;151.23;35.75;140.39
Dubai - Nairobi;DXB;NBO;25.3;55.35;-1.28;36.81
Amsterdam - London;AMS;LGW;52.3;4.75;51.16;-0.16
Dar Es Salaam - Nairobi;DAR;NBO;-6.9;39.2;-1.28;36.81
Edinburgh - London;EDI;LHR;56;-3.34;51.47;-0.45
Gaborone - Maun;MUB;GBE;-20;23.43;-24.56;25.93
Delhi - Singapore;DEL;SIN;28.7;77.26;1.34;103.98
London - Seoul;ICN;LHR;37.5;126.66;51.47;-0.45
Paris - Sao Paulo;GRU;CDG;-23.4;-46.48;49.01;2.54
New York - Rome;JFK;FCO;40.6;-73.79;41.9;12.5
Geneva - Paris;GVA;CDG;46.2;6.11;49.01;2.54
Brisbane - London;LHR;BNE;1.3;103.98;-27.4;153.11
Moscow - New York;JFK;SVO;40.6;-73.79;55.96;37.42
Frankfurt - Prague;FRA;PRG;50.1;8.56;50.08;14.43
Baltimore - London;BWI;LHR;39.2;-76.67;51.47;-0.45
Atlanta - Sao Paulo;GRU;ATL;-23.4;-46.48;42.94;-83.53
Boston - Paris;CDG;BOS;49;2.54;42.21;-71
Dublin - New York;JFK;DUB;40.6;-73.79;53.34;-6.25
Atlanta - Los Angeles;ATL;LAX;42.9;-83.53;34.05;-118.24
London - Seattle;SEA;LHR;50.1;8.56;51.47;-0.45
Ithaca - Newark;ITH;EWR;40;-75.36;40.69;-74.18
London - Manchester;MAN;LGW;53.4;0.1;51.16;-0.16
Amman - London;LHR;AMM;51.5;-0.45;31.95;35.94
Houston - Sao Paulo;GRU;IAH;-23.4;-46.48;29.98;-95.34
Milan - Newark;MXP;EWR;45.5;9.18;40.69;-74.18
Dubai - Gaborone;DXB;GBE;-26.1;28.23;-24.56;25.93
